Date,SimpleDate,Temperature_SM,Humidity_SM,Ultra-Violet Radiation Index,Solar Radiation (W/m^2)
2023-03-19T00:03:00-04:00,3/19/2023 0:03,44.2,1,0,0
2023-03-18T23:56:00-04:00,3/18/2023 23:56,44.1,1,0,0
2023-03-18T23:50:00-04:00,3/18/2023 23:50,44.1,1,0,0
2023-03-18T23:47:00-04:00,3/18/2023 23:47,44.1,1,0,0
2023-03-18T23:41:00-04:00,3/18/2023 23:41,44.2,1,0,0
2023-03-18T23:30:00-04:00,3/18/2023 23:30,44.4,1,0,0
2023-03-18T23:26:00-04:00,3/18/2023 23:26,44.4,1,0,0
2023-03-18T23:20:00-04:00,3/18/2023 23:20,44.4,1,0,0
2023-03-18T23:15:00-04:00,3/18/2023 23:15,44.4,1,0,0
2023-03-18T23:11:00-04:00,3/18/2023 23:11,44.4,1,0,0
2023-03-18T23:05:00-04:00,3/18/2023 23:05,44.4,1,0,0
2023-03-18T23:00:00-04:00,3/18/2023 23:00,44.4,1,0,0
2023-03-18T22:55:00-04:00,3/18/2023 22:55,44.4,1,0,0
2023-03-18T22:50:00-04:00,3/18/2023 22:50,44.4,1,0,0
2023-03-18T22:46:00-04:00,3/18/2023 22:46,44.6,1,0,0
2023-03-18T22:42:00-04:00,3/18/2023 22:42,44.6,1,0,0
2023-03-18T22:35:00-04:00,3/18/2023 22:35,44.6,1,0,0
2023-03-18T22:31:00-04:00,3/18/2023 22:31,44.8,1,0,0
2023-03-18T22:26:00-04:00,3/18/2023 22:26,44.8,1,0,0
2023-03-18T22:20:00-04:00,3/18/2023 22:20,44.8,1,0,0
2023-03-18T22:11:00-04:00,3/18/2023 22:11,44.8,1,0,0
2023-03-18T22:08:00-04:00,3/18/2023 22:08,44.8,1,0,0
2023-03-18T22:00:00-04:00,3/18/2023 22:00,45,1,0,0
2023-03-18T21:55:00-04:00,3/18/2023 21:55,45.1,1,0,0
2023-03-18T21:51:00-04:00,3/18/2023 21:51,45.1,1,0,0
2023-03-18T21:46:00-04:00,3/18/2023 21:46,45.1,1,0,0
2023-03-18T21:41:00-04:00,3/18/2023 21:41,45.5,1,0,0
2023-03-18T21:35:00-04:00,3/18/2023 21:35,45.7,1,0,0
2023-03-18T21:30:00-04:00,3/18/2023 21:30,45.9,1,0,0
2023-03-18T21:25:00-04:00,3/18/2023 21:25,46.2,1,0,0
2023-03-18T21:20:00-04:00,3/18/2023 21:20,46.4,1,0,0
2023-03-18T21:15:00-04:00,3/18/2023 21:15,46.4,1,0,0
2023-03-18T21:11:00-04:00,3/18/2023 21:11,46.6,1,0,0
2023-03-18T21:05:00-04:00,3/18/2023 21:05,46.9,1,0,0
2023-03-18T21:00:00-04:00,3/18/2023 21:00,47.1,1,0,0
2023-03-18T20:56:00-04:00,3/18/2023 20:56,47.3,1,0,0
2023-03-18T20:50:00-04:00,3/18/2023 20:50,47.5,1,0,0
2023-03-18T20:45:00-04:00,3/18/2023 20:45,47.5,1,0,0
2023-03-18T20:41:00-04:00,3/18/2023 20:41,47.7,1,0,0
2023-03-18T20:36:00-04:00,3/18/2023 20:36,47.8,1,0,0
2023-03-18T20:30:00-04:00,3/18/2023 20:30,48,1,0,0
2023-03-18T20:29:00-04:00,3/18/2023 20:29,48,1,0,0
2023-03-18T20:23:00-04:00,3/18/2023 20:23,48,1,0,0
2023-03-18T20:11:00-04:00,3/18/2023 20:11,48.2,1,0,0
2023-03-18T20:05:00-04:00,3/18/2023 20:05,48.2,1,0,0
2023-03-18T20:00:00-04:00,3/18/2023 20:00,48.2,1,0,0
2023-03-18T19:55:00-04:00,3/18/2023 19:55,48.4,1,0,0
2023-03-18T19:50:00-04:00,3/18/2023 19:50,48.6,1,0,0
2023-03-18T19:45:00-04:00,3/18/2023 19:45,48.7,1,0,0.4
2023-03-18T19:40:00-04:00,3/18/2023 19:40,48.7,1,0,0.4
2023-03-18T19:35:00-04:00,3/18/2023 19:35,48.7,1,0,2.9
2023-03-18T19:30:00-04:00,3/18/2023 19:30,48.9,1,0,9.1
2023-03-18T19:26:00-04:00,3/18/2023 19:26,49.1,1,0,9.5
2023-03-18T19:20:00-04:00,3/18/2023 19:20,49.1,1,0,12.5
2023-03-18T19:15:00-04:00,3/18/2023 19:15,49.1,1,0,14.3
2023-03-18T19:11:00-04:00,3/18/2023 19:11,49.1,1,0,14.7
2023-03-18T19:08:00-04:00,3/18/2023 19:08,49.1,1,0,16
2023-03-18T19:02:00-04:00,3/18/2023 19:02,49.5,1,0,19.1
2023-03-18T18:59:00-04:00,3/18/2023 18:59,49.3,1,0,23.9
2023-03-18T18:50:00-04:00,3/18/2023 18:50,49.6,1,0,22.5
2023-03-18T18:45:00-04:00,3/18/2023 18:45,49.8,1,0,32
2023-03-18T18:44:00-04:00,3/18/2023 18:44,49.6,1,0,36
2023-03-18T18:35:00-04:00,3/18/2023 18:35,49.8,1,0,49.8
2023-03-18T18:30:00-04:00,3/18/2023 18:30,49.8,1,0,46.4
2023-03-18T18:25:00-04:00,3/18/2023 18:25,50,1,0,53.7
2023-03-18T18:20:00-04:00,3/18/2023 18:20,49.6,1,0,50.6
2023-03-18T18:15:00-04:00,3/18/2023 18:15,49.8,1,0,59.8
2023-03-18T18:10:00-04:00,3/18/2023 18:10,50,1,0,68.9
2023-03-18T18:05:00-04:00,3/18/2023 18:05,50.5,1,0,89.8
2023-03-18T18:00:00-04:00,3/18/2023 18:00,50.5,1,1,150.5
2023-03-18T17:57:00-04:00,3/18/2023 17:57,50.2,1,1,145.7
2023-03-18T17:50:00-04:00,3/18/2023 17:50,50.2,1,1,108.4
2023-03-18T17:47:00-04:00,3/18/2023 17:47,50.9,1,1,120.5
2023-03-18T17:41:00-04:00,3/18/2023 17:41,50.5,1,1,132.7
2023-03-18T17:36:00-04:00,3/18/2023 17:36,50.9,1,1,147.9
2023-03-18T17:32:00-04:00,3/18/2023 17:32,50.9,1,1,158.3
2023-03-18T17:27:00-04:00,3/18/2023 17:27,50.7,1,1,178.2
2023-03-18T17:20:00-04:00,3/18/2023 17:20,51.6,1,2,279.8
2023-03-18T17:15:00-04:00,3/18/2023 17:15,51.8,1,2,222
2023-03-18T17:11:00-04:00,3/18/2023 17:11,52.3,1,2,240.3
2023-03-18T17:05:00-04:00,3/18/2023 17:05,51.4,1,4,431.6
2023-03-18T17:02:00-04:00,3/18/2023 17:02,51.1,1,3,359.5
2023-03-18T16:56:00-04:00,3/18/2023 16:56,51.8,1,2,298.9
2023-03-18T16:50:00-04:00,3/18/2023 16:50,52.2,1,4,457.2
2023-03-18T16:45:00-04:00,3/18/2023 16:45,51.4,1,4,461.1
2023-03-18T16:40:00-04:00,3/18/2023 16:40,52.2,1,4,472.3
2023-03-18T16:35:00-04:00,3/18/2023 16:35,52,1,4,487.5
2023-03-18T16:30:00-04:00,3/18/2023 16:30,52,1,4,497.9
2023-03-18T16:27:00-04:00,3/18/2023 16:27,51.6,1,4,497.9
2023-03-18T16:20:00-04:00,3/18/2023 16:20,52.7,1,4,497.5
2023-03-18T16:15:00-04:00,3/18/2023 16:15,51.6,1,5,515.8
2023-03-18T16:10:00-04:00,3/18/2023 16:10,51.4,1,5,523.1
2023-03-18T16:06:00-04:00,3/18/2023 16:06,50.9,1,5,533.1
2023-03-18T16:00:00-04:00,3/18/2023 16:00,52.3,1,5,563.5
2023-03-18T15:55:00-04:00,3/18/2023 15:55,51.6,1,5,559.6
2023-03-18T15:50:00-04:00,3/18/2023 15:50,50.5,1,5,563
2023-03-18T15:45:00-04:00,3/18/2023 15:45,50.2,1,5,568.6
2023-03-18T15:41:00-04:00,3/18/2023 15:41,50.9,1,5,575.6
2023-03-18T15:35:00-04:00,3/18/2023 15:35,50.2,1,5,588.7
2023-03-18T15:32:00-04:00,3/18/2023 15:32,49.3,1,5,594.3
2023-03-18T15:25:00-04:00,3/18/2023 15:25,49.8,1,5,586
2023-03-18T15:20:00-04:00,3/18/2023 15:20,49.6,1,5,596.4
2023-03-18T15:15:00-04:00,3/18/2023 15:15,49.6,1,5,588.7
2023-03-18T15:10:00-04:00,3/18/2023 15:10,48.9,1,5,587.3
2023-03-18T15:05:00-04:00,3/18/2023 15:05,50.2,1,6,619
2023-03-18T15:00:00-04:00,3/18/2023 15:00,49.3,1,6,630.8
2023-03-18T14:56:00-04:00,3/18/2023 14:56,50,1,6,634.5
2023-03-18T14:50:00-04:00,3/18/2023 14:50,50,1,6,642.4
2023-03-18T14:45:00-04:00,3/18/2023 14:45,49.8,1,6,641.5
2023-03-18T14:40:00-04:00,3/18/2023 14:40,49.8,1,6,639.3
2023-03-18T14:35:00-04:00,3/18/2023 14:35,49.6,1,6,631.6
2023-03-18T14:32:00-04:00,3/18/2023 14:32,49.5,1,6,636.4
2023-03-18T14:27:00-04:00,3/18/2023 14:27,50,1,6,645.5
2023-03-18T14:20:00-04:00,3/18/2023 14:20,50.2,1,6,654.6
2023-03-18T14:18:00-04:00,3/18/2023 14:18,49.5,1,6,657.2
2023-03-18T14:11:00-04:00,3/18/2023 14:11,48.4,1,6,652.4
2023-03-18T14:05:00-04:00,3/18/2023 14:05,48.4,1,6,653.3
2023-03-18T14:02:00-04:00,3/18/2023 14:02,48.7,1,6,658.4
2023-03-18T13:56:00-04:00,3/18/2023 13:56,48.4,1,6,677.1
2023-03-18T13:50:00-04:00,3/18/2023 13:50,48.7,1,6,689.7
2023-03-18T13:45:00-04:00,3/18/2023 13:45,48,1,6,693.2
2023-03-18T13:40:00-04:00,3/18/2023 13:40,48.7,1,6,687.2
2023-03-18T13:35:00-04:00,3/18/2023 13:35,47.1,1,6,677.6
2023-03-18T13:30:00-04:00,3/18/2023 13:30,49.1,1,6,685.3
2023-03-18T13:26:00-04:00,3/18/2023 13:26,48.4,1,6,680.2
2023-03-18T13:20:00-04:00,3/18/2023 13:20,48.9,1,6,708.3
2023-03-18T13:15:00-04:00,3/18/2023 13:15,47.3,1,6,719.2
2023-03-18T13:10:00-04:00,3/18/2023 13:10,47.8,1,7,730.1
2023-03-18T13:05:00-04:00,3/18/2023 13:05,47.8,1,7,727
2023-03-18T13:00:00-04:00,3/18/2023 13:00,48.4,1,7,734.4
2023-03-18T12:56:00-04:00,3/18/2023 12:56,47.5,1,7,731.3
2023-03-18T12:50:00-04:00,3/18/2023 12:50,47.3,1,7,724.8
2023-03-18T12:41:00-04:00,3/18/2023 12:41,46.2,1,7,731.8
2023-03-18T12:35:00-04:00,3/18/2023 12:35,46.4,1,7,738.8
2023-03-18T12:30:00-04:00,3/18/2023 12:30,45.9,1,7,732.2
2023-03-18T12:26:00-04:00,3/18/2023 12:26,45.9,1,7,748.3
2023-03-18T12:23:00-04:00,3/18/2023 12:23,45.1,1,7,752.1
2023-03-18T12:17:00-04:00,3/18/2023 12:17,45.3,1,7,753.1
2023-03-18T12:10:00-04:00,3/18/2023 12:10,45.1,1,7,739.6
2023-03-18T12:05:00-04:00,3/18/2023 12:05,45.3,1,7,741.7
2023-03-18T12:01:00-04:00,3/18/2023 12:01,44.8,1,7,727
2023-03-18T11:56:00-04:00,3/18/2023 11:56,44.2,1,6,698.8
2023-03-18T11:50:00-04:00,3/18/2023 11:50,44.2,1,6,651.1
2023-03-18T11:45:00-04:00,3/18/2023 11:45,43.3,1,6,650.7
2023-03-18T11:40:00-04:00,3/18/2023 11:40,43.9,1,6,658.4
2023-03-18T11:35:00-04:00,3/18/2023 11:35,43.2,1,6,672.9
2023-03-18T11:30:00-04:00,3/18/2023 11:30,42.6,1,6,667.1
2023-03-18T11:25:00-04:00,3/18/2023 11:25,42.6,1,6,659.8
2023-03-18T11:21:00-04:00,3/18/2023 11:21,42.8,1,6,652.8
2023-03-18T11:15:00-04:00,3/18/2023 11:15,42.8,1,6,658
2023-03-18T11:11:00-04:00,3/18/2023 11:11,42.1,1,6,654.1
2023-03-18T11:05:00-04:00,3/18/2023 11:05,41.7,1,6,649.9
2023-03-18T11:00:00-04:00,3/18/2023 11:00,40.8,1,5,609
2023-03-18T10:56:00-04:00,3/18/2023 10:56,40.6,1,5,591.3
2023-03-18T10:53:00-04:00,3/18/2023 10:53,40.5,1,5,586.8
2023-03-18T10:47:00-04:00,3/18/2023 10:47,40.6,1,5,603
2023-03-18T10:41:00-04:00,3/18/2023 10:41,40.3,1,6,628.6
2023-03-18T10:35:00-04:00,3/18/2023 10:35,39.4,1,4,486.3
2023-03-18T10:30:00-04:00,3/18/2023 10:30,39,1,4,413.4
2023-03-18T10:27:00-04:00,3/18/2023 10:27,38.5,1,2,243.7
2023-03-18T10:20:00-04:00,3/18/2023 10:20,38.1,1,2,207.4
2023-03-18T10:17:00-04:00,3/18/2023 10:17,37.8,1,1,195.6
2023-03-18T10:10:00-04:00,3/18/2023 10:10,37.6,1,1,190.8
2023-03-18T10:05:00-04:00,3/18/2023 10:05,37.2,1,1,130.9
2023-03-18T10:00:00-04:00,3/18/2023 10:00,37.2,1,1,143.1
2023-03-18T09:55:00-04:00,3/18/2023 9:55,37.8,1,1,190
2023-03-18T09:50:00-04:00,3/18/2023 9:50,37,1,3,321.9
2023-03-18T09:45:00-04:00,3/18/2023 9:45,36.7,1,2,206.9
2023-03-18T09:41:00-04:00,3/18/2023 9:41,36.7,1,1,110.1
2023-03-18T09:35:00-04:00,3/18/2023 9:35,36.1,1,1,135.3
2023-03-18T09:26:00-04:00,3/18/2023 9:26,36.3,1,0,72.8
2023-03-18T09:21:00-04:00,3/18/2023 9:21,36,1,1,143.1
2023-03-18T09:17:00-04:00,3/18/2023 9:17,35.8,1,0,64.6
2023-03-18T09:12:00-04:00,3/18/2023 9:12,35.8,1,0,52
2023-03-18T09:05:00-04:00,3/18/2023 9:05,35.8,1,0,25.9
2023-03-18T09:00:00-04:00,3/18/2023 9:00,35.8,1,0,26.4
2023-03-18T08:56:00-04:00,3/18/2023 8:56,36,1,0,30.7
2023-03-18T08:50:00-04:00,3/18/2023 8:50,36,1,0,38.2
2023-03-18T08:45:00-04:00,3/18/2023 8:45,36.1,1,0,53.7
2023-03-18T08:40:00-04:00,3/18/2023 8:40,36.3,1,0,72.4
2023-03-18T08:35:00-04:00,3/18/2023 8:35,36.3,1,0,76.7
2023-03-18T08:30:00-04:00,3/18/2023 8:30,36,1,0,72.8
2023-03-18T08:25:00-04:00,3/18/2023 8:25,35.8,1,0,85.4
2023-03-18T08:20:00-04:00,3/18/2023 8:20,35.4,1,0,52
2023-03-18T08:15:00-04:00,3/18/2023 8:15,35.2,1,0,44.6
2023-03-18T08:11:00-04:00,3/18/2023 8:11,35.1,1,0,27.6
2023-03-18T08:05:00-04:00,3/18/2023 8:05,35.1,1,0,28.6
2023-03-18T08:00:00-04:00,3/18/2023 8:00,34.9,1,0,24.2
2023-03-18T07:55:00-04:00,3/18/2023 7:55,34.7,1,0,10.8
2023-03-18T07:50:00-04:00,3/18/2023 7:50,34.7,1,0,7.3
2023-03-18T07:45:00-04:00,3/18/2023 7:45,34.9,1,0,3.4
2023-03-18T07:40:00-04:00,3/18/2023 7:40,34.9,1,0,0.8
2023-03-18T07:35:00-04:00,3/18/2023 7:35,34.9,1,0,0
2023-03-18T07:30:00-04:00,3/18/2023 7:30,34.9,1,0,0
2023-03-18T07:26:00-04:00,3/18/2023 7:26,34.9,1,0,0
2023-03-18T07:20:00-04:00,3/18/2023 7:20,34.9,1,0,0
2023-03-18T07:15:00-04:00,3/18/2023 7:15,34.9,1,0,0
2023-03-18T07:10:00-04:00,3/18/2023 7:10,35.1,1,0,0
2023-03-18T07:05:00-04:00,3/18/2023 7:05,35.1,1,0,0
2023-03-18T07:00:00-04:00,3/18/2023 7:00,35.1,1,0,0
2023-03-18T06:55:00-04:00,3/18/2023 6:55,35.1,1,0,0
2023-03-18T06:50:00-04:00,3/18/2023 6:50,35.1,1,0,0
2023-03-18T06:45:00-04:00,3/18/2023 6:45,35.2,1,0,0
2023-03-18T06:41:00-04:00,3/18/2023 6:41,35.2,1,0,0
2023-03-18T06:35:00-04:00,3/18/2023 6:35,35.2,1,0,0
2023-03-18T06:30:00-04:00,3/18/2023 6:30,35.1,1,0,0
2023-03-18T06:25:00-04:00,3/18/2023 6:25,35.1,1,0,0
2023-03-18T06:20:00-04:00,3/18/2023 6:20,35.2,1,0,0
2023-03-18T06:15:00-04:00,3/18/2023 6:15,35.4,1,0,0
2023-03-18T06:11:00-04:00,3/18/2023 6:11,35.2,1,0,0
2023-03-18T06:05:00-04:00,3/18/2023 6:05,35.4,1,0,0
2023-03-18T06:00:00-04:00,3/18/2023 6:00,35.4,1,0,0
2023-03-18T05:56:00-04:00,3/18/2023 5:56,35.4,1,0,0
2023-03-18T05:50:00-04:00,3/18/2023 5:50,35.6,1,0,0
2023-03-18T05:45:00-04:00,3/18/2023 5:45,35.6,1,0,0
2023-03-18T05:40:00-04:00,3/18/2023 5:40,35.6,1,0,0
2023-03-18T05:35:00-04:00,3/18/2023 5:35,35.8,1,0,0
2023-03-18T05:30:00-04:00,3/18/2023 5:30,35.8,1,0,0
2023-03-18T05:25:00-04:00,3/18/2023 5:25,36,1,0,0
2023-03-18T05:20:00-04:00,3/18/2023 5:20,36,1,0,0
2023-03-18T05:15:00-04:00,3/18/2023 5:15,36.1,1,0,0
2023-03-18T05:11:00-04:00,3/18/2023 5:11,36,1,0,0
2023-03-18T05:05:00-04:00,3/18/2023 5:05,36,1,0,0
2023-03-18T05:00:00-04:00,3/18/2023 5:00,36.1,1,0,0
2023-03-18T04:55:00-04:00,3/18/2023 4:55,36.1,1,0,0
2023-03-18T04:50:00-04:00,3/18/2023 4:50,36.1,1,0,0
2023-03-18T04:45:00-04:00,3/18/2023 4:45,36.1,1,0,0
2023-03-18T04:40:00-04:00,3/18/2023 4:40,36.3,1,0,0
2023-03-18T04:35:00-04:00,3/18/2023 4:35,36.1,1,0,0
2023-03-18T04:30:00-04:00,3/18/2023 4:30,36.5,1,0,0
2023-03-18T04:26:00-04:00,3/18/2023 4:26,36.5,1,0,0
2023-03-18T04:20:00-04:00,3/18/2023 4:20,36.3,1,0,0
2023-03-18T04:15:00-04:00,3/18/2023 4:15,36.7,1,0,0
2023-03-18T04:10:00-04:00,3/18/2023 4:10,36.5,1,0,0
2023-03-18T04:05:00-04:00,3/18/2023 4:05,36.7,1,0,0
2023-03-18T04:00:00-04:00,3/18/2023 4:00,36.9,1,0,0
2023-03-18T03:55:00-04:00,3/18/2023 3:55,36.9,1,0,0
2023-03-18T03:50:00-04:00,3/18/2023 3:50,36.9,1,0,0
2023-03-18T03:45:00-04:00,3/18/2023 3:45,37,1,0,0
2023-03-18T03:41:00-04:00,3/18/2023 3:41,37,1,0,0
2023-03-18T03:35:00-04:00,3/18/2023 3:35,37.2,1,0,0
2023-03-18T03:30:00-04:00,3/18/2023 3:30,37.4,1,0,0
2023-03-18T03:25:00-04:00,3/18/2023 3:25,37.4,1,0,0
2023-03-18T03:20:00-04:00,3/18/2023 3:20,37.4,1,0,0
2023-03-18T03:15:00-04:00,3/18/2023 3:15,37.4,1,0,0
2023-03-18T03:10:00-04:00,3/18/2023 3:10,37.6,1,0,0
2023-03-18T03:05:00-04:00,3/18/2023 3:05,37.8,1,0,0
2023-03-18T03:00:00-04:00,3/18/2023 3:00,37.8,1,0,0
2023-03-18T02:57:00-04:00,3/18/2023 2:57,37.9,1,0,0
2023-03-18T02:50:00-04:00,3/18/2023 2:50,37.9,1,0,0
2023-03-18T02:45:00-04:00,3/18/2023 2:45,38.1,1,0,0
2023-03-18T02:40:00-04:00,3/18/2023 2:40,38.3,1,0,0
2023-03-18T02:35:00-04:00,3/18/2023 2:35,38.5,1,0,0
2023-03-18T02:30:00-04:00,3/18/2023 2:30,38.5,1,0,0
2023-03-18T02:25:00-04:00,3/18/2023 2:25,38.7,1,0,0
2023-03-18T02:20:00-04:00,3/18/2023 2:20,38.7,1,0,0
2023-03-18T02:15:00-04:00,3/18/2023 2:15,38.8,1,0,0
2023-03-18T02:11:00-04:00,3/18/2023 2:11,39,1,0,0
2023-03-18T02:05:00-04:00,3/18/2023 2:05,39.2,1,0,0
2023-03-18T02:00:00-04:00,3/18/2023 2:00,39.2,1,0,0
2023-03-18T01:55:00-04:00,3/18/2023 1:55,39.4,1,0,0
2023-03-18T01:50:00-04:00,3/18/2023 1:50,39.7,1,0,0
2023-03-18T01:46:00-04:00,3/18/2023 1:46,39.9,1,0,0
2023-03-18T01:40:00-04:00,3/18/2023 1:40,40.3,1,0,0
2023-03-18T01:35:00-04:00,3/18/2023 1:35,40.5,1,0,0
2023-03-18T01:30:00-04:00,3/18/2023 1:30,40.8,1,0,0
2023-03-18T01:26:00-04:00,3/18/2023 1:26,41.2,1,0,0
2023-03-18T01:20:00-04:00,3/18/2023 1:20,41.4,1,0,0
2023-03-18T01:15:00-04:00,3/18/2023 1:15,41.5,1,0,0
2023-03-18T01:10:00-04:00,3/18/2023 1:10,41.5,1,0,0
2023-03-18T01:05:00-04:00,3/18/2023 1:05,41.9,1,0,0
2023-03-18T01:00:00-04:00,3/18/2023 1:00,42.3,1,0,0
2023-03-18T00:55:00-04:00,3/18/2023 0:55,42.4,1,0,0
2023-03-18T00:50:00-04:00,3/18/2023 0:50,43,1,0,0
2023-03-18T00:45:00-04:00,3/18/2023 0:45,43.2,1,0,0
2023-03-18T00:41:00-04:00,3/18/2023 0:41,43.2,1,0,0
2023-03-18T00:35:00-04:00,3/18/2023 0:35,43.2,1,0,0
2023-03-18T00:30:00-04:00,3/18/2023 0:30,43.3,1,0,0
2023-03-18T00:25:00-04:00,3/18/2023 0:25,43.7,1,0,0
2023-03-18T00:20:00-04:00,3/18/2023 0:20,43.9,1,0,0
2023-03-18T00:15:00-04:00,3/18/2023 0:15,44.2,1,0,0
2023-03-18T00:10:00-04:00,3/18/2023 0:10,44.4,1,0,0
2023-03-18T00:05:00-04:00,3/18/2023 0:05,44.8,1,0,0
2023-03-18T00:00:00-04:00,3/18/2023 0:00,45,1,0,0
